,brand_ch,brand_en,cleaned_brand,sim_ch,repeat
0,妮傲絲翠,neo-tec,neo-tec妮傲絲翠,[],0
1,飛利浦,philips,philips飛利浦,"[('飛利浦', 100)]",0
2,專科,senka,senka專科,"[('專科', 100)]",0
3,芳珂,fancl,fancl芳珂,[],0
4,紅牛,red bull,red bull紅牛,"[('紅牛', 100)]",1
5,富維克,volvic,volvic富維克,[],0
6,妮維雅,nivea,nivea妮維雅,[],0
7,獅王,lion,lion獅王,"[('獅王', 100)]",0
8,奇士美,kissme,kissme奇士美,[],0
9,珂潤,curel,curel珂潤,"[('珂潤', 100)]",0
10,莎娜,sana,sana莎娜,[],0
11,曼秀雷敦,mentholatum,mentholatum曼秀雷敦,[],0
12,萬能媽媽,wonder mama,wonder mama萬能媽媽,[],0
13,小蜜媞,carmex,carmex小蜜媞,[],0
14,蘋果,apple,apple蘋果,[],0
15,國際牌,panasonic,panasonic國際牌,"[('國際牌', 100)]",0
16,我的美麗日記,my beauty diary,my beauty diary我的美麗日記,[],0
17,艾森絲,essence cosmetics,essence cosmetics艾森絲,[],0
18,耐吉,nike,nike耐吉,[],0
19,歐蕾,olay,olay歐蕾,[],0
20,艾瑪花園,amma garden,amma garden艾瑪花園,"[('艾瑪花園', 100)]",0
21,藍帶廚坊,lcb,lcb藍帶廚坊,[],0
22,喜蜜,heme,heme喜蜜,[],0
23,東元,teco,teco東元,"[('東元', 100)]",0
24,媚點,media,media媚點,[],0
25,伊萊克斯,electrolux,electrolux伊萊克斯,"[('伊萊克斯', 100)]",0
26,小米,xiaomi,xiaomi小米,"[('小米', 100)]",0
27,特福,tefal,tefal特福,[],0
28,三星,samsung,samsung三星,[],0
29,露華濃,revlon,revlon露華濃,[],0
30,麗奇,reach,reach麗奇,"[('麗奇', 100)]",0
31,愛仕達,asd,asd愛仕達,[],0
32,華碩,asus,asus華碩,[],0
33,法國皇家,royal,royal法國皇家,[],0
34,愛迪達,adidas,adidas愛迪達,[],0
35,時尚美妝,meko,meko時尚美妝,[],0
36,華米,amazfit,amazfit華米,[],0
37,雪芙蘭,cellina,cellina雪芙蘭,"[('雪芙蘭', 100)]",0
38,悠斯晶,yuskin,yuskin悠斯晶,[],0
39,佳麗寶,kanebo,kanebo佳麗寶,[],0
40,維他露,p,p維他露,"[('維他露', 100)]",0
41,舒特膚,cetaphil,cetaphil舒特膚,"[('舒特膚', 100)]",0
42,雅漾,avene,avene雅漾,[],0
43,迪奧,dior,dior迪奧,[],0
44,優格,toma-pro,toma-pro優格,[],0
45,卓威,zowie,zowie卓威,[],0
46,鍋寶,cookpower,cookpower鍋寶,"[('鍋寶', 100)]",0
47,黑松,heysong,heysong黑松,"[('黑松', 100)]",0
48,蘭蔻,lancome,lancome蘭蔻,[],0
49,蜜妮,biore,biore蜜妮,"[('蜜妮', 100)]",0
50,葛莉思,greens,greens葛莉思,[],0
51,佳麗寶-開架式,kanebo,kanebo佳麗寶-開架式,[],0
52,海洋拉娜,la mer,la mer海洋拉娜,[],0
53,阿曼特,armonto,armonto阿曼特,[],0
54,奇可俏可,chic choc,chic choc奇可俏可,[],0
55,三詩達,sunstar,sunstar三詩達,"[('三詩達', 100)]",0
56,味味,a,a味味,[],0
57,潘婷,pantene,pantene潘婷,[],0
58,戴爾,dell,dell戴爾,[],0
59,妍霓絲,eileen grace,eileen grace妍霓絲,[],0
60,品木宣言,origins,origins品木宣言,[],0
61,明洞國際,mdmmd,mdmmd明洞國際,"[('明洞國際', 100)]",0
62,聰明狗糧,iq dog,iq dog聰明狗糧,[],0
63,渴望,orijen,orijen渴望,[],0
64,呂,ryo,ryo呂,[],0
65,貝膚黛瑪,bioderma,bioderma貝膚黛瑪,[],0
66,歐都納,atunas,atunas歐都納,[],0
67,理膚寶水,la roche posay,la roche posay理膚寶水,"[('理膚寶水', 100)]",0
68,契爾氏,kiehl's,kiehl's契爾氏,[],0
69,上山採藥,tsaio,tsaio上山採藥,"[('上山採藥', 100)]",0
70,羅技,logitech,logitech羅技,[],0
71,意高,ego,ego意高,[],0
72,水平衡,hydro balance,hydro balance水平衡,"[('水平衡', 100)]",0
73,聲寶,sampo,sampo聲寶,"[('聲寶', 100)]",0
74,艾惟諾,aveeno,aveeno艾惟諾,"[('艾惟諾', 100)]",0
75,蘇妮薩,sunisa,sunisa蘇妮薩,[],0
76,惜時,seeds,seeds惜時,[],0
77,日立,hitachi,hitachi日立,[],1
78,希爾思,hills,hills希爾思,[],0
79,媚比琳,maybelline,maybelline媚比琳,[],0
80,達特醫,dr.hsieh,dr.hsieh達特醫,[],0
81,阿加菲亞老奶奶,grandmother agafia,grandmother agafia阿加菲亞老奶奶,[],0
82,西莎,cesar,cesar西莎,[],0
83,禾聯,heran,heran禾聯,"[('禾聯', 100)]",0
84,台塑生醫,dr’s formula,dr’s formula台塑生醫,"[('台塑生醫', 100)]",1
85,佑天蘭,utena,utena佑天蘭,[],0
86,強品,chian pin,chian pin強品,[],0
87,美萃,mature,mature美萃,[],0
88,松木家電,matric,matric松木家電,[],0
89,象印,zojirushi,zojirushi象印,"[('象印', 100)]",0
90,齊葉雅,ziaja,ziaja齊葉雅,[],0
91,寵愛之名,forbelovedone,forbelovedone寵愛之名,[],0
92,施巴,sebamed,sebamed施巴,"[('施巴', 100)]",0
93,海德,head,head海德,[],0
94,蒂沐蝶,timotei,timotei蒂沐蝶,[],0
95,紐頓,nutram,nutram紐頓,[],0
96,卡翠絲,catrice,catrice卡翠絲,[],0
97,樂金,lg,lg樂金,"[('樂金', 100)]",0
98,寶拉珍選,paula's choice,paula's choice寶拉珍選,[],0
99,樂美思,numis med,numis med樂美思,[],0
100,旁氏,pond's,pond's旁氏,[],0
101,歐樂,b,b歐樂,[],0
102,瑰柏翠,crabtree&evelyn,crabtree&evelyn瑰柏翠,"[('瑰柏翠', 100)]",1
103,加好寶,classic pets,classic pets加好寶,[],0
104,莫比,mobby,mobby莫比,[],0
105,碧兒泉,biotherm,biotherm碧兒泉,[],0
106,櫻特芮,integrate,integrate櫻特芮,[],0
107,伊麗莎白雅頓,elizabeth arden,elizabeth arden伊麗莎白雅頓,"[('伊麗莎白雅頓', 100)]",0
108,雅男士,lab series,lab series雅男士,[],0
109,蘇菲娜,sofina,sofina蘇菲娜,[],0
110,德國小甘菊,herbacin,herbacin德國小甘菊,[],0
111,奧佳華,ogawa,ogawa奧佳華,[],0
112,聖萊西,seeds,seeds聖萊西,[],0
113,沛奇,pei ci,pei ci沛奇,[],0
114,資生堂,shiseido,shiseido資生堂,"[('資生堂', 100)]",0
115,蕾莉歐,l'erbolario,l'erbolario蕾莉歐,"[('蕾莉歐', 100)]",1
116,高絲,kose,kose高絲,[],0
117,艾瑪絲,aromase,aromase艾瑪絲,[],0
118,敏感話題,d program,d program敏感話題,[],0
119,后,whoo,whoo后,[],0
120,寶瀅,persil,persil寶瀅,[],0
121,山頂鳥,hilltop,hilltop山頂鳥,[],0
122,雅詩蘭黛,estee lauder,estee lauder雅詩蘭黛,[],0
123,牙周適,parodontax,parodontax牙周適,[],0
124,牛頭牌,buffalo,buffalo牛頭牌,"[('牛頭牌', 100)]",0
125,喵洽普,plan cat,plan cat喵洽普,"[('喵洽普', 100)]",0
126,芯之麗,sublimic,sublimic芯之麗,[],0
127,牙醫選,dentiste',dentiste'牙醫選,[],0
128,貓皇族,king wang,king wang貓皇族,[],0
129,易生絲,essehair,essehair易生絲,[],0
130,清水,shimizu,shimizu清水,[],0
131,歐舒丹,l'occitane,l'occitane歐舒丹,"[('歐舒丹', 100)]",0
132,荷蘭公主,princess,princess荷蘭公主,"[('荷蘭公主', 100)]",0
133,特緹斯,twistix,twistix特緹斯,[],0
134,施華蔻,schwarzkopf,schwarzkopf施華蔻,[],0
135,歌林,kolin,kolin歌林,"[('歌林', 100)]",0
136,瑪宣妮,macherie,macherie瑪宣妮,"[('瑪宣妮', 100)]",0
137,耀,eau,eau耀,[],0
138,亨式,heinz,heinz亨式,[],0
139,韓國,422inc,422inc韓國,[],1
140,健康主義,ghr,ghr健康主義,[],0
141,惠而浦,whirlpool,whirlpool惠而浦,"[('惠而浦', 100)]",0
142,膚蕊,freshel,freshel膚蕊,[],0
143,健康紀元,healthy era,healthy era健康紀元,[],0
144,亞瑟士,asics,asics亞瑟士,[],0
145,統一,ab,ab統一,"[('統一', 100)]",1
146,艾杜紗,ettusais,ettusais艾杜紗,[],0
147,博朗氏,balance,balance博朗氏,"[('博朗氏', 100)]",0
148,愛樂薇,elle & vire,elle & vire愛樂薇,[],0
149,芭比波朗,bobbi brown,bobbi brown芭比波朗,[],0
150,高絲-專櫃,kose,kose高絲-專櫃,[],0
151,岩谷,iwatani,iwatani岩谷,[],0
152,戀愛魔鏡,majolica majorca,majolica majorca戀愛魔鏡,[],0
153,飛想茶,fuze tea,fuze tea飛想茶,[],0
154,原點,instinct,instinct原點,[],0
155,雷馬,lexma,lexma雷馬,[],0
156,樂迪,ld,ld樂迪,[],0
157,丹麥德瑪,derma,derma丹麥德瑪,[],0
158,樂天,lotte,lotte樂天,"[('樂天', 100)]",0
159,興波咖啡,simple kaffa,simple kaffa興波咖啡,"[('興波咖啡', 100)]",0
160,沛特斯,petal fresh,petal fresh沛特斯,"[('沛特斯', 100)]",0
161,博帝,viper,viper博帝,[],0
162,倩碧,clinique,clinique倩碧,[],0
163,凱婷,kate tokyo,kate tokyo凱婷,[],1
164,婕洛妮絲,jealousness,jealousness婕洛妮絲,[],0
165,米森,vilson,vilson米森,[],0
166,日本植物精粹極緻奢華保養,lits,lits日本植物精粹極緻奢華保養,[],0
167,豐台灣,from taiwan,from taiwan豐台灣,[],0
168,近江兄弟社,omi,omi近江兄弟社,[],0
169,牛爾親研,naruko,naruko牛爾親研,[],0
170,法米納,farmina,farmina法米納,[],0
171,.0,ph9.0,ph9.0.0,[],0
172,三洋,sanlux,sanlux三洋,[],0
173,竣寶,gimpet,gimpet竣寶,[],0
174,蜂王,queen bee,queen bee蜂王,[],0
175,杜克,c-skin,c-skin杜克,[],0
176,慧心貓糧,smartheart,smartheart慧心貓糧,[],0
177,貓戀人,honey cat,honey cat貓戀人,"[('貓戀人', 100)]",0
178,廣鼎,intopic,intopic廣鼎,[],0
179,植感,q'her,q'her植感,[],0
180,凡士林,vaseline,vaseline凡士林,[],0
181,植村秀,shu uemura,shu uemura植村秀,[],0
182,艾薇塔,evita,evita艾薇塔,[],0
183,西西露,sexylook,sexylook西西露,[],0
184,赫蓮娜,helena rubinstein,helena rubinstein赫蓮娜,[],1
185,夏普,sharp,sharp夏普,"[('夏普', 100)]",0
186,花王,kao,kao花王,"[('花王', 100)]",0
187,法麗,cherie,cherie法麗,[],0
188,捷森,jason,jason捷森,[],0
189,琺鈉,vana candles,vana candles琺鈉,[],0
190,香奈兒,chanel,chanel香奈兒,[],0
191,西雅圖,barista,barista西雅圖,"[('西雅圖', 100)]",0
192,索尼,sony,sony索尼,[],0
193,漁極,akika,akika漁極,[],0
194,艾諾琪,energy,energy艾諾琪,[],0
195,福壽,fuso,fuso福壽,[],1
196,芮可,rico,rico芮可,[],0
197,耐嘉,kinyo,kinyo耐嘉,[],0
198,可口可樂,coca cola,coca cola可口可樂,[],0
199,紐崔克,natureke,natureke紐崔克,[],0
200,貝奧莉,browit,browit貝奧莉,[],0
201,微星科技,msi,msi微星科技,[],0
202,始祖鳥,arcteryx,arcteryx始祖鳥,[],0
203,雷蛇,razer,razer雷蛇,[],0
204,愛維他,lovita,lovita愛維他,"[('愛維他', 100)]",0
205,茲恩,zenn.th,zenn.th茲恩,[],0
206,優沛特,upet,upet優沛特,[],0
207,天際線,horizon,horizon天際線,[],0
208,威德,weider,weider威德,"[('威德', 100)]",0
209,桂格,quaker,quaker桂格,[],0
210,克麗詩黛,kocskin,kocskin克麗詩黛,[],0
211,直覺,sweet touch,sweet touch直覺,"[('直覺', 100)]",0
212,奧蜜思,orbis,orbis奧蜜思,[],0
213,奧力棒,ozbone,ozbone奧力棒,[],0
214,美津農,mizuno,mizuno美津農,[],0
215,倍思特,best,best倍思特,[],0
216,范倫鐵諾,valentino rudy,valentino rudy范倫鐵諾,[],0
217,斑馬牌,zebra ,zebra 斑馬牌,[],0
218,汰漬,tide,tide汰漬,[],0
219,多芬,dove,dove多芬,"[('多芬', 100)]",0
220,惠普,hp,hp惠普,[],0
221,櫻花,sakura,sakura櫻花,[],0
222,狼蛛,aula,aula狼蛛,[],0
223,狐鐳,foxxray,foxxray狐鐳,[],0
224,喵樂,m'daryn,m'daryn喵樂,[],0
225,偉嘉,whiskas,whiskas偉嘉,[],0
226,可利亞,kria,kria可利亞,[],0
227,綠的,green,green綠的,"[('綠的', 100)]",0
228,麗優,duo,duo麗優,[],0
229,伊克萊,egekilde,egekilde伊克萊,[],0
230,樂敦,rohto,rohto樂敦,[],0
231,碧菲絲特,bifesta,bifesta碧菲絲特,[],0
232,天天美麗,beauty buffet,beauty buffet天天美麗,[],0
233,東芝,toshiba,toshiba東芝,"[('東芝', 100)]",0
234,雪花秀,sulwhasoo,sulwhasoo雪花秀,[],0
235,魔唇,therapind,therapind魔唇,[],0
236,聖羅蘭,ysl,ysl聖羅蘭,[],0
237,耐吉斯,solution,solution耐吉斯,[],0
238,明色,meishoku,meishoku明色,[],0
239,資生堂東京櫃,shiseido,shiseido資生堂東京櫃,[],0
240,愛思,is,is愛思,[],0
241,韓國歐紳,osner,osner韓國歐紳,[],0
242,夏爾保養,sher,sher夏爾保養,[],0
243,清妍,simple,simple清妍,[],0
244,台塑生醫,forte,forte台塑生醫,"[('台塑生醫', 100)]",1
245,自然物語,nature story,nature story自然物語,[],0
246,台隆手創館,tokyu hands,tokyu hands台隆手創館,[],0
247,愛喜雅,aixia,aixia愛喜雅,[],0
248,菲詩小舖,the face shop,the face shop菲詩小舖,[],0
249,克蘭詩,clarins,clarins克蘭詩,[],0
250,日本獅王趣淨,lion kirei-kirei,lion kirei-kirei日本獅王趣淨,[],0
251,奧斯卡,etude,etude奧斯卡,[],0
252,亞米亞米,yami yami,yami yami亞米亞米,[],0
253,雪曼妮,shirmeny,shirmeny雪曼妮,[],0
254,海盜船,corsair,corsair海盜船,[],0
255,寵物健康,wellness,wellness寵物健康,[],0
256,日立,itachi,itachi日立,[],1
257,漢城淨雪,jeogseoul,jeogseoul漢城淨雪,[],0
258,努特,nuit,nuit努特,[],0
259,明基,benq,benq明基,[],0
260,達爾膚,dr.wu,dr.wu達爾膚,[],0
261,茶寶,teapower,teapower茶寶,[],0
262,絕色紐約,absolute new york,absolute new york絕色紐約,[],0
263,希翠斯,citrus,citrus希翠斯,[],0
264,歐克威爾,oh-care,oh-care歐克威爾,[],0
265,珂莉奧,clio,clio珂莉奧,[],0
266,肌膚之鑰,cle de peau beaute,cle de peau beaute肌膚之鑰,[],0
267,熊寶貝,snuggle,snuggle熊寶貝,"[('熊寶貝', 100)]",0
268,第一饗宴,firstmate,firstmate第一饗宴,[],0
269,摩卡,mocca,mocca摩卡,[],0
270,視界,e,e視界,[],0
271,樂扣樂扣,locknlock,locknlock樂扣樂扣,[],0
272,力保美達,lipovitan,lipovitan力保美達,[],0
273,卡氛,kafen,kafen卡氛,"[('卡氛', 100)]",0
274,飛柔,pert,pert飛柔,[],0
275,冠能,pro plan,pro plan冠能,[],0
276,伊崎,ikiiki,ikiiki伊崎,[],0
277,統一,lp33,lp33統一,"[('統一', 100)]",1
278,紅牛,red cow,red cow紅牛,"[('紅牛', 100)]",1
279,資生堂國際櫃,shiseido,shiseido資生堂國際櫃,[],0
280,安耐曬,anessa,anessa安耐曬,[],0
281,未來美,mirae,mirae未來美,[],0
282,理想,perfect,perfect理想,[],0
283,美士,nutro,nutro美士,[],0
284,猋,pure,pure猋,"[('猋', 100)]",0
285,思波綺,tsubaki,tsubaki思波綺,[],0
286,台灣三洋,sanlux,sanlux台灣三洋,"[('台灣三洋', 100)]",0
287,絲蘊,syoss,syoss絲蘊,[],0
288,海爾,haier,haier海爾,"[('海爾', 100)]",0
289,貓倍麗,monpetit,monpetit貓倍麗,[],0
290,愛樂齒,ora2,ora2愛樂齒,[],0
291,麗克特,recolte,recolte麗克特,"[('麗克特', 100)]",0
292,帕瑪氏,palmer's,palmer's帕瑪氏,[],0
293,御衣坊,akira,akira御衣坊,"[('御衣坊', 100)]",0
294,純淨妍,pure.tiful,pure.tiful純淨妍,[],0
295,土耳其,e.s.t.,e.s.t.土耳其,[],0
296,薇姿,vichy,vichy薇姿,[],0
297,歐萊德,oright,oright歐萊德,"[('歐萊德', 100)]",1
298,波特嫚,tt kotemein tt,tt kotemein tt波特嫚,[],0
299,凱瑞克,kalorik,kalorik凱瑞克,[],0
300,大同,tatung,tatung大同,[],0
301,提提研,ttm,ttm提提研,[],0
302,法緻,fees,fees法緻,[],0
303,德國植萃,cosnature,cosnature德國植萃,[],0
304,惠百施,ebisu,ebisu惠百施,[],0
305,香草集,justherb,justherb香草集,"[('香草集', 100)]",0
306,澳洲依美油,u beauty,u beauty澳洲依美油,[],0
307,雀巢,nestle,nestle雀巢,"[('雀巢', 100)]",0
308,雷柏,rapoo,rapoo雷柏,[],0
309,貝印,kai,kai貝印,[],0
310,藍帶,lv primeblue,lv primeblue藍帶,[],0
311,樂倍,lapetz,lapetz樂倍,[],0
312,多益得,all clean,all clean多益得,[],0
313,普洛斯,prosi,prosi普洛斯,"[('普洛斯', 100)]",0
314,奇美,chimei,chimei奇美,[],0
315,宏碁,acer,acer宏碁,[],0
316,麥德絲肌,mildskin,mildskin麥德絲肌,[],0
317,奇妮,gennies,gennies奇妮,[],0
318,適樂膚,cerave,cerave適樂膚,[],0
319,斐濟,fiji,fiji斐濟,[],0
320,綠野鮮食,health extension,health extension綠野鮮食,[],0
321,福壽,fuso pets,fuso pets福壽,[],1
322,奢華寶貝,bebe poshe,bebe poshe奢華寶貝,[],0
323,森歐黎漾,saholea,saholea森歐黎漾,"[('森歐黎漾', 100)]",0
324,健納緹,get naked,get naked健納緹,[],0
325,薇佳,swissvita,swissvita薇佳,[],0
326,瑞軒,amtran,amtran瑞軒,[],0
327,卡薩,casa,casa卡薩,[],0
328,舊街場,oldtown,oldtown舊街場,[],0
329,花仙子,farcent,farcent花仙子,[],0
330,伊藤園,ito en,ito en伊藤園,"[('伊藤園', 100)]",0
331,蘭吉兒,l'egere,l'egere蘭吉兒,[],1
332,惹我,neuve,neuve惹我,[],0
333,巴絲特,baster,baster巴絲特,[],0
334,活力零食,gootoe,gootoe活力零食,[],0
335,恩荷,enherb,enherb恩荷,[],0
336,康貝,combi,combi康貝,"[('康貝', 100)]",0
337,貝親,pigeon,pigeon貝親,"[('貝親', 100)]",0
338,蘭芝,laneige,laneige蘭芝,[],0
339,宏晉,hong jin,hong jin宏晉,[],0
340,繪子貓,econeco,econeco繪子貓,[],0
341,丸三,marusan,marusan丸三,[],0
342,八道,paldo,paldo八道,[],0
343,伊絲婷,elastine,elastine伊絲婷,[],0
344,虎牌,tiger,tiger虎牌,"[('虎牌', 100)]",0
345,柔蝶,roudye,roudye柔蝶,[],0
346,堤瑪露,timaru,timaru堤瑪露,[],0
347,盛源,shengyuan,shengyuan盛源,[],0
348,托斯卡,tuscan natural,tuscan natural托斯卡,[],0
349,嬌生,johnson's,johnson's嬌生,"[('嬌生', 100)]",0
350,慧心,smartheart,smartheart慧心,[],0
351,美心,masions,masions美心,[],0
352,健康時刻,chewy time,chewy time健康時刻,[],0
353,艾沛,ipet,ipet艾沛,[],0
354,艾芮克,i-rocks,i-rocks艾芮克,[],0
355,艾富鮮,a freschi srl,a freschi srl艾富鮮,[],0
356,塔谷米,takumi,takumi塔谷米,[],0
357,美肌醫生,df,df美肌醫生,[],0
358,思美洛,ice,ice思美洛,[],0
359,可娜,kona,kona可娜,[],0
360,咖啡講,caffe chat,caffe chat咖啡講,[],0
361,美咖,mkup,mkup美咖,[],0
362,船井醫朵保養,ido,ido船井醫朵保養,[],0
363,麗仕,lux,lux麗仕,"[('麗仕', 100)]",0
364,康寧,corningware,corningware康寧,[],0
365,深海美肌專家,psk,psk深海美肌專家,[],0
366,倍立雅,beautia,beautia倍立雅,[],0
367,阿葵亞,aquair,aquair阿葵亞,[],0
368,賽吉兒,saugella,saugella賽吉兒,[],0
369,富及第,frigidaire,frigidaire富及第,"[('富及第', 100)]",0
370,阿爾卡特,alcatel,alcatel阿爾卡特,[],0
371,旺德,wonder,wonder旺德,[],0
372,咪碼,mimar,mimar咪碼,[],0
373,蜜濃,minon aminomoist,minon aminomoist蜜濃,[],0
374,伊德爾,el,el伊德爾,"[('伊德爾', 100)]",0
375,美茜兒,maycheer,maycheer美茜兒,[],0
376,安娜柏林,annemarie borlind,annemarie borlind安娜柏林,[],0
377,巴黎萊雅,l'oreal paris,l'oreal paris巴黎萊雅,[],0
378,克寧,klim,klim克寧,"[('克寧', 100)]",0
379,沛麗康,pelican,pelican沛麗康,[],0
380,思高,siegal,siegal思高,[],0
381,歐瑞,yarrah,yarrah歐瑞,[],0
382,丹,dan,dan丹,[],0
383,貝麗瑪丹,belle madame,belle madame貝麗瑪丹,[],0
384,微星,msi,msi微星,[],0
385,娜艾菩,naive,naive娜艾菩,[],0
386,怡麗絲爾,elixir,elixir怡麗絲爾,[],0
387,人因科技,ergotech,ergotech人因科技,[],0
388,凱夢,dream trend,dream trend凱夢,[],0
389,舒味思,schweppes,schweppes舒味思,"[('舒味思', 100)]",0
390,倍思,baseus,baseus倍思,[],0
391,屈臣氏,watsons,watsons屈臣氏,"[('屈臣氏', 100)]",0
392,自然癮食,addiction,addiction自然癮食,[],0
393,怪獸部落,litomon,litomon怪獸部落,"[('怪獸部落', 100)]",0
394,華為,huawei,huawei華為,[],0
395,恩倍思,embryolisse,embryolisse恩倍思,[],0
396,新肌霓,ingeni,ingeni新肌霓,[],0
397,卡格,kakato,kakato卡格,[],0
398,麗膚再生,revive,revive麗膚再生,[],0
399,逸萱秀,essentia,essentia逸萱秀,[],0
400,科克蘭,kirkland signature,kirkland signature科克蘭,[],1
401,日本,lishan,lishan日本,[],1
402,歐斯恩,oceanique,oceanique歐斯恩,"[('歐斯恩', 100)]",0
403,威比,wellbe,wellbe威比,[],0
404,完美日記,perfect diary,perfect diary完美日記,[],0
405,潤波,rinpoo,rinpoo潤波,[],0
406,優妹,u-may,u-may優妹,[],0
407,美體小舖,the body shop,the body shop美體小舖,[],0
408,蕾斯卡歐,lescaut,lescaut蕾斯卡歐,[],0
409,潔美淨,physiogel,physiogel潔美淨,[],0
410,魔爪,monster energy,monster energy魔爪,[],0
411,森鮮,forest,forest森鮮,[],0
412,韓波俐,hanboly,hanboly韓波俐,"[('韓波俐', 100)]",0
413,巴黎帕芬,parfum,parfum巴黎帕芬,[],0
414,台菱,paddy,paddy台菱,[],0
415,奧藍多,allando,allando奧藍多,[],0
416,菲蘇德美,phisoderm,phisoderm菲蘇德美,"[('菲蘇德美', 100)]",0
417,技嘉,gigabyte,gigabyte技嘉,[],0
418,愛惠浦,everpure,everpure愛惠浦,[],0
419,愛恩富,anf,anf愛恩富,"[('愛恩富', 100)]",0
420,康定,contin,contin康定,[],0
421,美洲獅,cougar,cougar美洲獅,[],0
422,慕之恬廊,mustela,mustela慕之恬廊,[],0
423,史普尼克,sputnik,sputnik史普尼克,[],0
424,聯想,lenovo,lenovo聯想,[],0
425,沙宣,vs,vs沙宣,"[('沙宣', 100)]",0
426,芙莉思,freeplus,freeplus芙莉思,[],0
427,德國達麗,dalli,dalli德國達麗,[],0
428,美人網,pg,pg美人網,[],0
429,潤肌精,junkisei prime,junkisei prime潤肌精,[],0
430,三菱,mitsubishi,mitsubishi三菱,"[('三菱', 100)]",0
431,巴西里亞,brasilia,brasilia巴西里亞,[],0
432,戀愛密碼,love code,love code戀愛密碼,[],0
433,九陽,joyoung,joyoung九陽,"[('九陽', 100)]",0
434,饗食,peter,peter饗食,[],0
435,好味小姐,lady flavor,lady flavor好味小姐,[],0
436,台塑生醫,dr's formula,dr's formula台塑生醫,"[('台塑生醫', 100)]",1
437,嬌聯,unicharm,unicharm嬌聯,[],0
438,豐力富,fernleaf,fernleaf豐力富,[],0
439,東洋,qtta,qtta東洋,[],0
440,澳寶,opal,opal澳寶,[],0
441,微卡,ifit,ifit微卡,[],0
442,無印良品,muji,muji無印良品,"[('無印良品', 100)]",0
443,日本,toffy,toffy日本,[],1
444,歐芮坦,orita,orita歐芮坦,"[('歐芮坦', 100)]",0
445,澎澎,pon pon manman,pon pon manman澎澎,"[('澎澎', 100)]",0
446,綠藤生機,greenvines,greenvines綠藤生機,"[('綠藤生機', 100)]",0
447,蔻蘿蘭,klorane,klorane蔻蘿蘭,"[('蔻蘿蘭', 100)]",0
448,奇拉,keyra,keyra奇拉,[],0
449,咪歐,me-o,me-o咪歐,[],0
450,科皙佳,corsica,corsica科皙佳,[],0
451,貝恩,baan,baan貝恩,"[('貝恩', 100)]",0
452,朵法,darphin,darphin朵法,[],0
453,艾黎亞,anriea,anriea艾黎亞,"[('艾黎亞', 100)]",0
454,優生,us baby,us baby優生,"[('優生', 100)]",0
455,樂透,beaphar,beaphar樂透,[],0
456,媞爾妮,deary,deary媞爾妮,[],0
457,紐健士,supreme source,supreme source紐健士,[],0
458,康朵,qundo,qundo康朵,"[('康朵', 100)]",0
459,康芙麗,comefree,comefree康芙麗,[],0
460,德國冰豹,roccat,roccat德國冰豹,[],0
461,艾翠斯,atrix,atrix艾翠斯,[],0
462,大河,taiga,taiga大河,"[('大河', 100)]",0
463,博寶兒,probo,probo博寶兒,[],0
464,倫敦芮魅,rimmel,rimmel倫敦芮魅,[],0
465,唯潔,whimzees,whimzees唯潔,[],0
466,倫士度,lucido,lucido倫士度,[],0
467,蘭韻,la lune,la lune蘭韻,"[('蘭韻', 100)]",0
468,歐坷蔓,alkmene,alkmene歐坷蔓,[],0
469,水之印,aqua label,aqua label水之印,[],0
470,吟麗,dydo,dydo吟麗,[],0
471,美亞,meyer,meyer美亞,[],0
472,布朗博士,dr. bronner's,dr. bronner's布朗博士,"[('布朗博士', 100)]",0
473,娜奧,now,now娜奧,[],0
474,思親膚,skinfood,skinfood思親膚,[],0
475,名象,min shiang,min shiang名象,[],0
476,諾鈣,c,c諾鈣,[],0
477,美喵人生,o’kat,o’kat美喵人生,[],0
478,維齊,vi.chi,vi.chi維齊,[],0
479,澳佳寶,blackmores,blackmores澳佳寶,[],0
480,卡比,canidae,canidae卡比,[],0
481,歐恩,on,on歐恩,[],0
482,黎可詩,nuxe,nuxe黎可詩,[],0
483,沛醫亞,pair,pair沛醫亞,[],0
484,克奈圃,kneipp,kneipp克奈圃,"[('克奈圃', 100)]",0
485,日清,nissin,nissin日清,"[('日清', 100)]",0
486,碧唇,blistex,blistex碧唇,[],0
487,芬達,fanta,fanta芬達,[],0
488,茵芙莎,ipsa,ipsa茵芙莎,[],0
489,義大利,balzano,balzano義大利,[],1
490,歐森,awson,awson歐森,[],0
491,法國特福,tefal,tefal法國特福,[],0
492,大拇指,fp,fp大拇指,"[('大拇指', 100)]",0
493,絲芙蒂,softymo,softymo絲芙蒂,[],0
494,三得利,suntory,suntory三得利,"[('三得利', 100)]",0
495,德國雙人,zwilling,zwilling德國雙人,[],0
496,暹羅,desiam,desiam暹羅,[],0
497,威技牌,new widetech,new widetech威技牌,[],0
498,維吉,vegepet,vegepet維吉,[],0
499,亞曼尼,giorgio armani,giorgio armani亞曼尼,[],1
500,瓶中精靈,genie,genie瓶中精靈,[],0
501,百事可樂,pepsi,pepsi百事可樂,[],0
502,愛妥麗,atopiclair,atopiclair愛妥麗,[],0
503,紐樂芙,nulo,nulo紐樂芙,[],0
504,倍樂福,benevo,benevo倍樂福,[],0
505,小人物,minor figures,minor figures小人物,[],0
